userId,movieId,rating
599,5810,2.5
514,2786,2.0
182,3836,4.0
68,66198,3.0
603,3740,3.0
323,348,3.5
339,77177,4.0
599,3448,2.5
305,31364,4.0
586,42738,4.5
74,8804,5.0
274,1198,4.0
313,2528,4.0
462,7419,4.0
343,8961,4.5
119,102903,5.0
282,8665,4.0
514,2396,3.5
462,179813,4.0
599,1552,3.0
221,4718,2.5
123,593,4.0
610,6537,3.5
599,81,2.5
19,2470,3.0
290,3849,4.0
213,6537,3.5
398,38304,5.0
57,497,3.0
268,1966,4.0
448,94780,2.0
448,7372,3.0
91,520,3.5
151,107,3.0
6,11,4.0
274,2947,4.0
21,8984,4.5
590,1269,3.5
246,50,4.5
560,2762,4.0
603,1956,4.0
160,2701,1.0
23,1199,4.0
307,7802,3.0
226,45722,2.5
483,88785,3.5
275,3360,4.0
263,2683,1.0
412,2398,4.0
19,1676,2.0
307,1614,0.5
555,2149,1.0
414,1784,5.0
534,1591,3.5
294,588,3.0
474,1711,2.0
111,27706,3.0
273,589,5.0
472,95510,5.0
346,357,4.5
523,45722,4.5
603,3918,3.0
534,7293,4.0
57,2140,4.0
352,38061,3.5
484,596,5.0
414,1580,4.0
477,6857,4.0
510,3198,4.0
282,4017,4.5
316,661,2.5
226,3988,4.0
50,914,3.0
414,459,2.0
307,4477,4.0
182,5013,3.5
606,236,3.5
344,2916,5.0
216,551,3.0
393,34405,5.0
66,5574,4.0
474,3135,4.0
569,316,4.0
600,3269,2.5
391,1834,3.0
586,77561,5.0
599,2819,2.5
410,2318,4.0
446,368,3.0
460,2762,4.5
469,2643,1.0
89,47518,3.0
358,89386,0.5
560,84152,3.0
305,293,3.5
317,1732,3.0
301,45722,3.5
599,6882,2.5
347,377,4.0
414,762,2.0
490,53972,3.0
298,1884,3.5
305,6664,3.0
610,52952,5.0
288,1242,4.0
370,353,1.5
474,2502,4.0
15,3578,5.0
132,47,4.0
599,71579,3.0
570,2139,3.5
474,7932,4.0
12,2694,4.0
432,78039,2.5
448,2709,4.0
480,30810,4.5
352,3510,3.0
590,7059,3.5
600,8360,3.0
380,7569,4.0
288,919,3.5
503,94130,3.5
359,2384,3.5
351,69122,3.5
339,4718,3.5
43,238,5.0
448,428,3.0
132,1917,3.0
64,4489,4.5
249,2100,3.5
15,364,3.0
226,589,4.0
599,2289,3.0
19,3044,3.0
288,5464,4.0
216,922,5.0
226,7448,2.5
413,3147,5.0
66,6188,3.5
490,296,4.0
284,318,4.0
268,1892,2.0
414,5438,3.0
265,2628,4.0
286,2995,3.5
365,135861,5.0
453,3536,4.0
387,2858,4.5
460,72641,3.5
195,4022,3.0
226,53000,1.5
318,165969,4.5
323,115617,3.5
438,6367,3.0
288,3863,3.0
68,4816,4.0
552,2808,0.5
82,3253,3.5
599,8169,3.0
474,534,5.0
109,151,4.0
429,150,5.0
137,750,5.0
23,1252,4.5
298,6959,0.5
594,1923,4.0
608,3499,3.0
469,2973,4.0
534,2167,4.5
511,95207,3.5
306,4306,3.0
517,83270,2.0
489,77881,3.5
414,4067,4.0
239,20,3.5
517,912,4.0
560,31685,3.0
63,1136,5.0
381,1968,5.0
504,3783,4.0
41,1259,5.0
414,44191,4.0
459,8961,5.0
448,120466,2.0
606,4828,3.5
66,6773,4.0
91,47,4.5
564,111617,4.0
129,4025,3.0
414,3000,5.0
234,2028,3.0
24,318,4.5
217,360,3.0
68,5989,3.5
603,1612,3.0
232,52975,4.0
489,3499,3.5
387,2470,2.5
129,1544,4.0
428,5669,4.5
274,33166,4.0
217,3070,3.0
600,1717,2.5
484,2018,4.5
410,1060,4.0
104,25937,3.5
520,73017,5.0
112,1270,4.0
395,455,1.0
100,3,3.5
563,74324,4.0
219,2987,5.0
610,1840,4.0
19,2372,1.0
313,1210,3.0
68,367,3.0
404,185,4.0
113,2080,5.0
415,6957,4.5
373,282,4.0
66,3481,4.5
380,82461,3.0
504,5957,2.5
480,42418,4.0
177,48516,4.0
408,1198,5.0
186,329,4.0
298,4992,0.5
305,51084,3.5
448,5636,3.0
337,193,4.0
474,4998,3.5
249,128360,4.5
382,260,5.0
606,2735,2.5
149,1206,3.0
412,2571,3.0
91,2699,2.5
480,42011,2.5
599,337,2.0
600,39444,1.0
356,203,3.5
425,161,3.5
573,480,5.0
488,4027,5.0
608,2700,3.0
409,1228,5.0
290,3007,4.0
62,4963,4.5
560,5679,4.0
486,266,5.0
235,500,4.0
219,45666,1.0
438,2807,2.0
257,16,3.5
474,37741,4.5
368,3758,3.0
525,116797,4.0
380,8866,3.0
420,6807,4.5
477,1265,4.0
249,69069,3.5
474,1220,3.0
42,3408,4.0
420,3462,3.5
448,85022,3.0
401,84944,3.5
96,527,5.0
534,2018,4.0
21,119141,0.5
483,88448,5.0
121,344,3.0
553,231,3.5
111,7317,3.0
448,7000,2.0
355,3269,4.0
202,1047,3.0
372,1344,4.0
305,72011,3.0
318,83827,3.5
480,296,4.0
193,1206,5.0
274,6807,4.0
590,5308,2.5
489,172,0.5
606,33237,4.0
195,3753,3.0
154,152081,4.5
64,1148,4.0
52,55765,4.0
83,1291,1.0
608,2188,2.0
387,4995,3.0
600,4039,2.5
283,1210,4.0
135,1892,4.0
301,5418,4.0
249,51086,3.5
28,6874,4.0
89,5480,5.0
483,53123,5.0
111,96432,3.5
117,520,3.0
232,34336,3.0
473,2300,2.5
229,21,4.0
288,3519,3.0
404,47,3.0
84,1381,3.0
298,63479,2.0
453,165,5.0
111,102720,3.5
232,43904,2.0
339,97938,4.0
260,3556,4.5
305,4239,3.5
294,325,2.0
80,8644,4.5
140,4975,2.0
113,1683,5.0
288,4370,3.0
274,1580,3.0
474,5077,3.0
332,5445,3.5
370,7438,3.5
306,115617,4.0
524,1385,4.0
515,174055,4.0
206,736,3.0
263,11,4.0
607,1385,4.0
603,1333,4.0
68,3270,4.0
474,8754,4.0
156,344,3.0
391,4886,3.0
288,12,2.0
310,3751,4.0
599,74916,2.5
288,5902,4.0
61,1090,4.0
275,4321,3.0
573,72998,5.0
480,10,4.0
380,8640,3.0
538,1035,5.0
21,51084,3.5
514,180263,2.0
202,3105,4.0
160,1917,1.0
432,48780,4.5
73,66097,1.5
513,260,5.0
599,1240,3.5
603,2014,2.0
567,183897,3.5
448,4291,2.0
241,318,3.5
408,2791,5.0
474,9018,4.0
597,1747,4.0
400,52722,2.5
68,41566,4.5
330,3176,3.5
125,89190,3.0
380,37733,5.0
187,1148,4.0
474,1013,3.0
68,2427,3.5
555,3412,4.0
63,5989,4.0
232,2841,4.0
474,36,5.0
114,79702,3.5
377,8138,4.0
597,2951,4.0
111,4900,4.0
274,1917,3.5
409,3099,4.0
309,2944,4.0
608,2247,1.0
91,2081,3.0
307,37729,3.0
463,552,3.5
368,2817,1.0
280,7669,4.5
305,63082,5.0
84,915,3.0
307,2023,3.5
448,83177,2.0
514,1213,4.5
40,186,3.0
509,39,4.0
246,6365,4.5
610,44195,3.5
448,2978,2.0
68,59220,3.5
600,2580,3.0
265,1375,3.0
483,7373,1.5
20,2137,4.5
479,351,2.0
600,1022,3.0
498,110,5.0
596,1356,4.5
160,3034,4.0
366,1089,5.0
327,765,3.5
221,1252,4.0
182,3196,4.5
292,1228,3.0
474,3198,3.5
19,575,2.0
68,3535,3.0
313,1125,1.0
82,3744,3.5
488,922,3.0
462,908,4.0
566,597,3.0
509,50601,2.5
481,1407,2.0
599,551,3.5
551,3147,4.0
188,5060,5.0
443,48394,4.0
582,97913,3.0
68,54734,3.5
332,5291,5.0
414,4926,2.0
129,160,3.5
73,48414,3.0
105,53121,4.0
232,67087,4.0
480,37380,1.0
580,30707,4.5
313,353,4.0
99,434,3.0
608,2023,4.5
299,3717,4.0
452,2949,4.0
500,2858,5.0
328,1200,4.0
202,2100,4.0
135,1214,4.0
480,2502,5.0
47,2797,2.0
199,64614,3.5
596,108932,3.5
198,3471,3.0
212,2858,3.5
475,592,5.0
261,47,4.0
294,2950,2.0
520,1080,4.0
96,2396,4.0
380,2953,3.0
266,1275,4.0
115,1610,5.0
380,31221,2.0
603,766,4.0
232,55830,3.0
414,50794,2.5
182,5015,4.5
6,780,5.0
298,6754,2.5
407,54286,3.5
474,6539,3.5
135,648,4.0
243,62,5.0
57,1320,3.0
447,377,3.0
249,85780,4.0
310,750,4.0
19,3324,2.0
474,3384,4.0
9,2023,3.0
160,4450,5.0
559,368,3.0
559,1356,4.0
606,4381,3.5
113,222,4.0
177,107,3.0
474,991,3.0
105,26236,4.0
492,36,4.0
587,2622,3.0
59,922,4.0
479,4488,3.0
66,1004,3.0
487,81845,4.0
414,2412,2.0
5,380,2.0
232,1961,4.0
66,5644,4.0
182,5323,0.5
603,1185,4.0
606,4109,4.0
414,5553,4.0
244,1377,4.0
249,4270,3.5
606,7487,4.0
28,62374,2.5
369,52973,4.0
332,1199,3.0
532,1291,5.0
599,3571,2.0
309,1089,4.0
377,2792,4.5
608,1769,4.0
274,296,5.0
51,1777,3.0
153,1198,0.5
274,31193,3.5
153,1259,2.0
325,2991,3.0
477,46970,3.5
608,2080,3.0
583,63131,2.5
140,2712,1.0
603,1081,3.0
504,2174,3.0
387,1289,4.0
552,5378,4.0
362,1263,4.5
387,2396,4.0
414,71282,4.0
332,32587,3.5
90,1073,4.0
232,60040,3.5
43,457,5.0
68,2916,2.0
608,47,4.5
506,61240,5.0
119,32587,4.0
594,1652,4.5
474,1810,2.5
36,3861,2.0
295,18,3.5
288,1983,2.0
376,1210,4.5
232,8946,2.5
29,2028,5.0
217,3388,2.0
555,1974,3.0
474,25927,3.0
318,364,4.5
580,590,4.0
328,33794,1.0
51,2301,5.0
318,3717,3.0
14,383,4.0
525,4054,3.0
91,3745,3.0
186,2048,3.0
534,76251,4.5
140,595,5.0
469,1580,3.0
580,780,3.0
137,1244,3.5
590,8864,2.5
573,8950,5.0
42,1617,2.0
28,33166,2.0
182,5481,1.5
136,227,3.0
331,7373,2.0
221,1172,4.0
222,6942,3.0
236,2496,3.0
202,11,4.0
288,2719,2.0
62,187595,4.0
489,110,4.5
500,2539,4.0
9,1674,4.0
428,70,3.0
593,318,4.5
204,39292,4.5
375,1196,5.0
555,471,3.0
57,1036,4.0
290,2333,4.0
357,1073,3.5
534,112852,4.5
480,953,4.0
226,37384,2.5
610,47200,3.0
21,94503,3.0
288,3499,4.0
525,56563,4.0
94,420,3.0
354,51662,3.5
249,51037,3.5
610,7235,4.5
43,300,3.0
226,55765,5.0
68,78467,2.0
414,4591,3.0
438,1060,3.5
448,84950,2.5
573,3999,4.0
530,161,3.0
326,4247,1.0
425,2291,3.5
223,1721,2.0
307,38061,3.0
474,39183,4.0
475,3752,4.0
480,3178,3.5
201,2706,4.0
19,1240,4.0
230,1200,3.0
93,1377,4.0
603,4745,4.0
68,95441,3.5
326,3556,4.5
328,1302,0.5
23,2730,2.0
464,1393,4.5
265,3733,4.0
396,4886,4.0
129,6537,3.5
16,1193,4.0
305,750,4.0
28,1641,2.5
446,32,4.0
100,3717,4.0
28,8644,4.0
425,1466,4.0
156,2112,3.0
555,3695,3.0
590,3996,3.5
482,648,4.0
469,6,3.0
380,3633,4.0
293,344,2.0
315,2896,3.0
438,7482,4.5
561,253,3.0
30,91529,5.0
483,8253,4.0
448,3994,2.0
314,673,3.0
599,7030,2.5
610,1210,5.0
62,49130,4.0
307,1358,2.0
428,2683,2.0
141,8961,4.5
465,111,5.0
574,318,5.0
356,4993,3.5
313,4865,4.0
357,2115,4.0
381,51662,3.5
117,367,3.0
20,2005,5.0
198,4448,2.0
480,364,3.5
77,3578,5.0
517,17,0.5
571,1976,3.0
380,5449,2.0
448,8464,3.5
274,33672,3.5
232,45442,3.0
409,260,4.0
608,364,3.5
380,3438,4.0
474,3478,3.5
321,736,4.0
274,39715,2.0
490,231,1.5
1,1136,5.0
132,318,4.5
380,108795,5.0
177,8368,3.5
186,4406,4.0
33,249,3.0
406,2694,3.5
111,166461,4.5
46,288,3.0
610,5502,4.0
414,69757,4.0
68,8984,3.0
578,79879,0.5
137,593,4.0
600,1499,2.0
240,485,4.0
448,113186,3.0
474,1374,4.0
480,1476,3.0
393,88129,0.5
448,5779,2.0
381,55267,4.0
1,3176,1.0
313,1291,4.0
474,3543,2.5
298,1916,3.0
380,1721,2.0
149,610,5.0
603,926,5.0
68,142488,4.5
534,122886,3.5
339,48394,2.5
477,56921,4.5
561,1393,2.5
488,272,4.5
504,6870,5.0
102,590,4.0
347,1,5.0
500,1029,3.0
68,435,2.0
572,62,4.0
28,3107,2.0
153,6373,1.5
462,3989,4.5
298,4248,0.5
288,2359,4.0
573,1089,4.5
567,7024,4.0
93,368,4.0
312,1387,5.0
177,69757,3.5
10,113275,4.5
84,46,3.0
430,3751,4.0
129,8874,4.0
462,3897,3.0
608,2799,0.5
202,3060,5.0
448,133281,2.0
596,1375,4.0
156,3088,4.0
474,1124,4.0
19,2015,3.0
232,4770,3.0
122,6936,4.0
66,7048,4.0
497,86781,5.0
527,551,3.0
483,520,4.0
259,4014,3.0
303,1097,5.0
219,6333,3.0
244,356,5.0
42,1393,4.0
606,594,3.5
108,4878,5.0
132,6251,2.0
414,2949,3.0
234,3397,3.0
425,4011,4.0
391,3683,5.0
414,122906,4.0
333,3826,1.0
132,5618,3.5
219,3481,3.0
448,133798,1.5
305,3039,5.0
216,1641,5.0
328,912,1.0
381,8636,3.0
380,7022,5.0
380,2454,4.0
527,1663,4.0
414,5025,3.0
340,253,4.0
255,3552,5.0
489,832,2.0
64,1089,4.0
586,108932,4.5
153,41285,0.5
1,1042,4.0
288,42007,3.0
477,5459,3.0
606,1721,4.0
73,112556,4.0
445,40815,3.0
462,1222,3.0
198,2338,1.0
414,2826,3.0
404,161,4.0
87,1584,4.0
102,539,3.0
599,4973,5.0
288,4898,2.5
117,339,3.0
249,101362,3.0
428,2174,4.0
200,4639,3.0
448,84152,3.0
103,492,4.0
342,5099,1.0
26,153,3.0
51,4054,2.0
510,2804,3.0
610,95875,4.0
599,1101,2.5
599,35836,2.5
183,1370,5.0
181,981,3.0
33,385,4.0
448,5110,4.0
68,55820,3.5
380,88125,4.0
63,79132,3.5
482,4367,4.0
217,2273,3.0
282,91529,4.0
307,203,2.5
452,170,4.0
489,3949,3.5
309,8340,4.0
91,296,4.5
238,3528,4.0
16,923,3.5
428,1997,2.5
539,4886,4.5
605,6541,2.5
448,40278,3.5
166,7153,5.0
135,2959,5.0
474,2455,3.0
307,7282,1.0
387,44974,1.5
69,1645,4.0
41,55247,4.0
21,45186,3.5
186,5540,4.0
606,7115,4.0
140,34,4.0
221,4914,4.0
318,116505,3.0
509,68793,3.0
294,2797,4.0
590,31116,4.5
380,2315,3.0
434,112,2.5
419,1097,0.5
68,8677,2.0
202,3068,4.0
165,1197,5.0
42,457,4.0
157,2724,2.0
380,648,4.0
599,596,3.5
561,3704,3.5
176,368,4.0
184,122926,4.0
105,134170,4.0
89,161131,2.5
6,590,5.0
221,926,5.0
517,1265,3.0
233,136912,2.0
489,261,4.0
483,27660,4.0
274,56805,3.0
561,68954,4.5
57,1513,4.0
305,1200,3.5
580,7090,4.0
414,73017,4.0
220,208,0.5
541,316,5.0
414,1372,3.0
199,551,1.0
282,150,4.5
277,1073,3.0
600,6584,2.5
426,7153,2.0
225,2423,4.0
448,5573,2.5
222,4995,4.5
151,719,4.0
490,74458,3.5
4,1283,5.0
387,5991,2.5
84,948,4.0
305,2664,5.0
606,26038,4.0
522,7361,4.0
90,7,4.0
76,480,2.0
275,3361,3.0
305,75813,3.5
387,2746,3.5
590,1248,4.0
387,6533,4.5
62,5254,3.0
352,2966,4.0
473,45501,3.5
599,27317,3.0
603,3002,4.0
477,60756,4.0
483,5989,4.5
610,4725,4.0
42,880,2.0
45,5418,5.0
318,5618,4.5
318,127180,4.0
414,3044,3.0
82,110,4.5
298,87485,0.5
41,60950,3.0
540,1409,3.5
280,500,3.5
387,7115,2.5
28,3702,3.5
223,2396,4.0
355,673,3.0
480,43560,2.5
169,1569,4.5
57,3255,3.0
132,8464,2.5
419,27822,4.5
600,662,1.0
212,61024,2.5
369,1262,3.0
448,592,3.0
47,3969,3.5
68,589,3.5
294,1379,1.0
387,3221,3.0
20,4029,4.0
43,236,3.0
96,3635,2.0
152,2571,4.0
514,179401,4.0
220,2174,3.5
564,7173,3.5
182,1909,2.0
387,1276,4.0
610,69951,3.0
414,3052,3.0
448,1982,1.5
445,111,3.0
47,96811,4.0
474,2300,4.5
328,8464,3.0
434,2791,3.5
305,51662,3.0
483,3751,3.0
599,736,2.5
292,77561,4.5
352,68791,3.5
543,101765,5.0
368,1996,1.0
474,48394,3.5
603,1247,5.0
448,2959,4.0
264,1580,4.5
266,2490,2.0
19,432,3.0
94,19,2.0
122,72998,4.5
452,70,4.0
600,6319,3.0
352,41569,3.5
599,1479,2.0
482,780,4.5
93,2617,4.0
602,163,3.0
28,38886,2.0
223,1,3.5
234,377,4.0
219,55020,4.5
140,6617,4.0
134,595,5.0
232,8807,4.0
140,2763,4.0
288,32011,2.0
448,6059,3.5
414,2249,3.0
566,342,3.0
249,106489,4.0
599,3054,2.0
474,7772,3.5
226,1276,4.5
543,2792,5.0
237,1580,4.5
414,5685,4.0
265,1295,1.0
64,2268,4.0
474,3608,4.0
495,112556,5.0
534,1721,4.5
111,76077,4.5
19,2987,5.0
527,3359,4.0
89,95167,1.5
477,2036,3.5
577,1674,3.0
597,1377,3.0
139,6539,3.0
432,4973,3.5
469,1285,3.0
288,1222,3.0
588,208,2.0
231,2571,5.0
560,74458,3.5
170,539,4.0
466,77561,4.0
448,81591,3.5
129,2890,4.5
553,55269,3.0
599,4776,3.0
345,3361,3.0
414,4219,3.0
552,551,4.0
448,65,1.0
239,52973,3.5
25,7153,5.0
367,2144,4.0
460,4366,4.0
603,3702,4.0
125,93840,4.5
560,5810,4.0
160,7153,5.0
141,1527,3.5
217,2252,3.0
570,6323,4.0
395,500,3.0
357,50,5.0
217,3516,3.0
398,26147,5.0
185,3949,5.0
590,1307,3.0
186,4027,4.0
483,34319,2.5
597,1302,5.0
448,4327,5.0
41,55820,5.0
290,3250,3.0
211,63113,4.0
380,5065,2.5
68,4545,2.5
412,2076,3.0
66,2146,4.5
606,4720,4.5
478,1225,3.5
223,5445,4.0
280,4447,3.5
327,1148,4.0
480,356,5.0
318,27186,4.0
19,606,2.0
28,4688,2.5
45,765,4.0
89,167854,4.5
122,784,5.0
298,103141,3.0
387,608,4.0
103,1296,3.5
74,2243,3.0
294,2683,1.0
264,1917,3.5
384,296,5.0
495,356,4.0
202,1385,3.0
288,2539,3.5
140,2268,4.0
66,3911,4.0
181,338,2.0
249,6934,3.5
144,434,2.5
177,1387,3.0
84,1300,4.0
64,1204,5.0
45,500,4.0
117,10,3.0
477,5956,4.0
567,105504,3.0
198,172,4.0
380,4254,3.0
426,4022,3.5
294,466,1.0
454,1341,4.5
135,112,4.0
539,71535,5.0
298,57669,2.5
183,1210,4.0
586,33794,4.0
219,95,1.5
599,1245,3.5
260,8011,4.0
249,88954,3.5
420,1161,3.5
182,4826,4.5
292,380,4.0
186,2916,4.0
514,6787,4.0
298,1591,1.5
318,4519,4.0
352,3273,3.0
414,6249,2.0
163,1676,3.0
298,54503,4.0
199,2628,2.0
19,1196,4.0
403,2641,2.5
126,588,3.0
313,2076,4.0
462,8798,2.0
555,2640,3.0
63,4734,3.5
474,82,2.5
298,4153,0.5
517,1284,2.0
577,480,5.0
162,592,4.0
556,187031,4.0
610,90746,3.5
477,51709,5.0
599,135569,3.0
202,457,3.0
469,293,4.0
503,91978,2.0
332,1237,4.0
220,61024,3.0
22,3481,0.5
599,121231,3.5
570,49272,4.0
200,2396,5.0
386,589,3.0
105,111,4.5
552,434,3.0
469,2421,2.0
587,838,4.0
550,122882,4.0
294,952,4.0
3,849,5.0
572,1234,5.0
599,3255,2.5
387,1284,3.5
560,7099,3.5
599,7124,2.5
425,1216,4.5
127,1962,3.0
288,34437,3.0
238,1287,3.0
438,5810,3.5
325,1199,5.0
489,953,4.0
328,111759,4.0
246,31658,5.0
266,1597,2.0
129,253,3.5
28,44761,2.0
590,3081,3.0
414,5071,4.0
202,1719,4.0
249,2542,4.0
474,8375,2.5
129,6378,4.0
337,27,5.0
43,349,3.0
301,4011,4.5
89,130452,4.0
102,39,3.0
276,364,5.0
103,88744,3.5
354,8360,3.5
21,50189,2.0
105,38159,4.5
582,79091,5.0
105,74789,4.0
182,1411,5.0
289,16,4.5
414,1950,4.0
68,53972,3.0
177,3990,2.5
290,1254,5.0
215,3210,4.5
408,5952,5.0
105,6214,4.5
503,364,3.0
390,1784,4.5
599,6620,2.5
313,260,3.0
509,95193,2.0
275,461,1.0
414,2692,5.0
221,4973,5.0
42,3005,3.0
312,904,4.0
232,55577,3.0
555,1124,4.0
131,593,4.0
219,8644,3.5
436,371,3.0
480,3,2.5
158,2826,4.5
245,3274,2.0
91,1396,4.0
249,1562,2.5
184,119145,5.0
384,4361,3.0
531,4447,3.0
258,72641,3.0
132,1298,3.0
64,5015,4.0
325,5980,4.0
94,589,4.0
334,3578,4.0
407,293,3.0
528,110,5.0
599,2245,2.5
522,5816,3.0
596,1831,2.5
483,3147,3.5
249,58293,3.0
307,6863,2.5
58,552,3.0
357,2421,3.5
387,1287,3.5
238,4945,4.0
234,3483,4.0
226,3264,3.0
156,1162,3.0
160,1446,4.0
599,3578,3.5
286,6,4.5
233,115210,2.0
453,1676,1.0
380,5313,4.0
580,1394,4.0
199,8949,3.5
66,5418,5.0
232,65216,4.0
380,5072,5.0
517,919,4.5
274,1918,3.0
66,1206,5.0
111,3408,3.5
474,6376,2.5
292,1358,2.0
68,3527,3.5
517,91094,1.0
15,172,1.0
590,1474,1.0
249,81834,4.0
182,4029,4.5
274,7090,3.5
597,2877,4.0
288,3767,1.0
428,724,3.0
220,66934,3.0
84,585,3.0
82,420,3.5
239,4022,3.5
438,4447,3.5
160,3256,1.0
18,34405,3.5
380,94160,3.0
555,1320,5.0
489,6367,1.5
254,4306,5.0
305,106696,4.0
101,2492,1.0
19,648,3.0
599,2433,3.5
610,924,4.5
40,344,4.0
288,6645,3.5
610,129313,4.0
483,4823,3.5
282,6874,3.0
79,1196,5.0
104,59501,3.5
599,6851,2.0
140,6753,3.5
509,6294,3.0
414,5502,3.0
167,1197,4.5
222,7438,4.0
222,36517,2.5
19,3263,2.0
555,1466,4.0
256,53972,4.5
419,98809,5.0
111,136018,2.5
357,7026,3.0
234,60,4.0
484,2078,5.0
405,750,4.5
84,1136,4.0
259,3910,5.0
288,1208,4.5
561,2529,4.0
522,68358,3.5
580,33493,5.0
599,8614,2.5
346,7234,3.5
414,5941,2.5
599,1357,3.0
148,4308,4.0
577,1909,4.0
599,412,3.0
57,1968,4.0
561,1394,4.0
103,2687,2.5
51,2140,5.0
606,33880,4.5
298,3301,2.5
597,2502,4.0
415,1580,3.5
606,32587,4.0
182,173,3.5
416,5902,4.0
448,69118,1.5
456,653,4.0
439,96606,4.0
432,34162,3.5
385,422,3.0
187,48394,4.0
380,2394,5.0
91,2298,4.0
448,122892,3.0
584,256,4.0
195,903,2.0
414,54286,4.0
73,59258,4.5
68,152081,3.0
501,709,3.0
188,2565,5.0
152,48516,3.5
380,7143,4.0
474,5293,3.5
256,4447,4.0
217,480,4.0
213,1367,3.5
563,72737,4.0
73,109374,5.0
587,2352,5.0
360,1479,1.0
606,26242,3.5
234,1101,3.0
414,79132,5.0
21,117572,2.5
91,2456,2.5
479,260,4.0
599,7225,3.0
141,4886,4.0
318,3052,4.0
111,54732,3.5
57,305,3.0
448,7573,2.5
129,8368,4.0
6,1042,3.0
182,3082,3.0
28,59129,2.5
160,2006,1.0
405,59814,5.0
307,6888,0.5
91,4369,3.5
97,3257,4.0
474,46974,3.5
474,1526,0.5
280,3897,5.0
599,71535,3.0
380,91542,2.0
553,5059,5.0
119,105844,4.0
334,260,4.0
600,673,1.0
184,166291,5.0
567,1274,0.5
212,119145,4.0
586,69644,3.5
590,2005,4.0
82,6157,3.0
60,3424,4.0
217,1031,2.0
469,3201,5.0
305,6942,4.0
425,3916,3.5
38,17,3.0
448,108949,2.5
265,2858,2.0
489,79057,3.5
474,6281,3.5
592,485,3.0
113,1617,5.0
587,2571,4.0
56,288,3.0
288,47950,3.5
610,140267,4.0
220,6539,5.0
380,30894,4.0
10,72407,3.0
609,592,3.0
318,64716,3.5
74,5632,4.0
153,72641,1.0
36,3270,1.5
608,316,3.0
274,6373,2.5
274,2018,3.5
357,4069,2.0
389,805,5.0
559,1183,4.0
103,6016,5.0
57,1197,5.0
603,261,4.0
474,2208,4.0
274,2012,3.0
22,3996,4.5
414,3421,5.0
387,1339,4.0
500,1282,5.0
43,434,5.0
432,2268,4.5
113,915,5.0
115,112,2.0
509,33779,4.0
606,33679,3.5
564,113453,3.0
288,2456,1.0
555,2085,4.0
52,733,5.0
387,3271,3.0
252,1081,4.0
45,2959,5.0
408,55908,5.0
103,48780,4.5
249,75985,3.5
65,4226,4.0
525,81564,3.5
6,415,4.0
134,193,3.0
390,4239,4.0
425,3510,3.0
448,2858,4.0
141,4018,3.5
464,8360,3.0
256,3593,4.5
260,2186,3.0
181,141,3.0
121,435,2.0
462,151311,3.0
438,1047,3.0
495,49530,4.5
